Name,Length,Name,Length,Name,Length,Name,Length,Name,Length,Name,Length
H0V1F6_CAVPO,398,E1Z3B9_CHLVA,161,B4LYZ7_DROVI,583,D0P1F1_PHYIT,327,,,,
H0V1F7_CAVPO,281,E1ZRV1_CHLVA,1041,B4LYZ8_DROVI,546,D0NQZ4_PHYIT,142,,,,
H0V1F8_CAVPO,689,E1ZFT7_CHLVA,715,B4LYZ9_DROVI,548,D0N4R2_PHYIT,124,,,,
H0V1F9_CAVPO,863,E1Z3D1_CHLVA,240,B4LZ00_DROVI,538,D0NLJ6_PHYIT,513,,,,
H0V1G0_CAVPO,1195,E1ZRX9_CHLVA,217,B4LZ01_DROVI,540,D0NLK5_PHYIT,121,,,,
H0V1G5_CAVPO,346,E1ZID6_CHLVA,1344,B4LZ02_DROVI,237,D0MSN1_PHYIT,383,,,,
H0V1G6_CAVPO,515,E1ZPM7_CHLVA,1083,B4LZ05_DROVI,243,D0NNH9_PHYIT,1293,,,,
H0V1G7_CAVPO,746,E1Z3V4_CHLVA,149,B4LZ06_DROVI,385,D0MRJ0_PHYIT,660,,,,
H0V1G8_CAVPO,503,E1ZRL5_CHLVA,103,B4LZ07_DROVI,387,D0N3J5_PHYIT,299,,,,
H0V1H0_CAVPO,359,E1Z708_CHLVA,210,B4LZ08_DROVI,624,D0N615_PHYIT,4565,,,,
H0V1H1_CAVPO,823,E1ZNW0_CHLVA,236,B4LZ09_DROVI,392,D0N3E1_PHYIT,1017,,,,
H0V1H2_CAVPO,417,E1Z1X9_CHLVA,871,B4LZ10_DROVI,447,D0NXB4_PHYIT,526,,,,
H0V1H4_CAVPO,786,E1ZHE8_CHLVA,212,B4LZ11_DROVI,176,D0MW10_PHYIT,397,,,,
H0V1H6_CAVPO,437,E1ZR41_CHLVA,883,B4LZ12_DROVI,1668,D0N1U6_PHYIT,1381,,,,
H0V1H8_CAVPO,309,E1ZE81_CHLVA,329,B4LZ13_DROVI,522,D0NWJ1_PHYIT,203,,,,
H0V1I0_CAVPO,1172,E1ZNS8_CHLVA,593,B4LZ14_DROVI,478,D0NXG7_PHYIT,654,,,,
H0V1I2_CAVPO,641,E1ZKN8_CHLVA,78,B4LZ15_DROVI,476,D0MXS7_PHYIT,483,,,,
H0V1I3_CAVPO,634,E1Z7H0_CHLVA,240,B4LZ18_DROVI,898,D0MTE9_PHYIT,483,,,,
H0V1I4_CAVPO,721,E1Z257_CHLVA,210,B4LZ20_DROVI,553,D0P4M4_PHYIT,351,,,,
H0V1I5_CAVPO,747,E1ZQF1_CHLVA,258,B4LZ22_DROVI,3074,D0NV67_PHYIT,164,,,,
H0V1I6_CAVPO,658,E1ZBR0_CHLVA,134,B4LZ23_DROVI,372,D0NM24_PHYIT,111,,,,
H0V1I7_CAVPO,180,E1Z650_CHLVA,94,B4LZ25_DROVI,274,D0MYS3_PHYIT,139,,,,
H0V1I9_CAVPO,237,E1ZQG9_CHLVA,198,B4LZ26_DROVI,782,D0NTP9_PHYIT,237,,,,
H0V1J2_CAVPO,2689,E1Z5J4_CHLVA,152,B4LZ27_DROVI,130,D0NRE4_PHYIT,391,,,,
H0V1J3_CAVPO,334,E1Z3L2_CHLVA,369,B4LZ28_DROVI,148,D0MT05_PHYIT,881,,,,
H0V1J5_CAVPO,612,E1Z563_CHLVA,160,B4LZ29_DROVI,326,D0NDF1_PHYIT,230,,,,
H0V1J6_CAVPO,318,E1ZK23_CHLVA,127,B4LZ30_DROVI,545,D0N1Y6_PHYIT,144,,,,
H0V1K0_CAVPO,246,E1ZD72_CHLVA,1097,B4LZ31_DROVI,340,D0NPB8_PHYIT,325,,,,
H0V1K2_CAVPO,468,E1ZRE5_CHLVA,99,B4LZ32_DROVI,219,D0NJW3_PHYIT,1003,,,,
H0V1K5_CAVPO,289,E1ZN98_CHLVA,422,B4LZ33_DROVI,322,D0N7S2_PHYIT,1939,,,,
H0V1K6_CAVPO,493,E1ZSY0_CHLVA,103,B4LZ34_DROVI,755,D0N2A2_PHYIT,383,,,,
H0V1K8_CAVPO,561,E1ZKQ3_CHLVA,769,B4LZ35_DROVI,256,D0NT45_PHYIT,192,,,,
H0V1K9_CAVPO,1976,E1ZSK3_CHLVA,278,B4LZ36_DROVI,233,D0MUB5_PHYIT,108,,,,
H0V1L0_CAVPO,503,E1ZQQ8_CHLVA,525,B4LZ37_DROVI,202,D0NW53_PHYIT,292,,,,
H0V1L1_CAVPO,237,E1Z535_CHLVA,2394,B4LZ38_DROVI,200,D0N8G0_PHYIT,414,,,,
H0V1L3_CAVPO,440,E1ZF73_CHLVA,547,B4LZ39_DROVI,175,D0P0F7_PHYIT,293,,,,
H0V1L4_CAVPO,303,E1ZCB2_CHLVA,986,B4LZ40_DROVI,183,D0N048_PHYIT,342,,,,
H0V1L5_CAVPO,163,E1Z815_CHLVA,685,B4LZ41_DROVI,207,D0NSE4_PHYIT,85,,,,
H0V1L6_CAVPO,249,E1ZMN0_CHLVA,203,B4LZ42_DROVI,175,D0NXU1_PHYIT,190,,,,
H0V1L9_CAVPO,201,E1ZC62_CHLVA,351,B4LZ43_DROVI,181,D0P1X2_PHYIT,179,,,,
H0V1M0_CAVPO,616,E1Z7L3_CHLVA,385,B4LZ44_DROVI,643,D0NLI2_PHYIT,313,,,,
H0V1M1_CAVPO,185,E1ZGS9_CHLVA,349,B4LZ45_DROVI,190,D0N5Y4_PHYIT,309,,,,
H0V1M2_CAVPO,359,E1ZAE2_CHLVA,73,B4LZ46_DROVI,185,D0NYA8_PHYIT,262,,,,
H0V1M4_CAVPO,260,E1ZDL4_CHLVA,519,B4LZ48_DROVI,196,D0NP72_PHYIT,602,,,,
H0V1M5_CAVPO,140,E1ZMV5_CHLVA,911,B4LZ50_DROVI,156,D0NCN8_PHYIT,572,,,,
H0V1M6_CAVPO,347,E1Z7J7_CHLVA,145,B4LZ51_DROVI,826,D0P126_PHYIT,180,,,,
H0V1M7_CAVPO,531,E1Z8S7_CHLVA,141,B4LZ52_DROVI,2105,D0NCY7_PHYIT,410,,,,
H0V1M8_CAVPO,541,E1ZNR0_CHLVA,169,B4LZ53_DROVI,248,D0MSY0_PHYIT,120,,,,
H0V1M9_CAVPO,889,E1Z2U0_CHLVA,706,B4LZ54_DROVI,306,D0MUY1_PHYIT,509,,,,
H0V1N0_CAVPO,1025,E1ZI64_CHLVA,452,B4LZ55_DROVI,209,D0N160_PHYIT,272,,,,
H0V1N1_CAVPO,117,E1ZB34_CHLVA,538,B4LZ56_DROVI,1103,D0NGL1_PHYIT,181,,,,
H0V1N2_CAVPO,797,E1ZTG6_CHLVA,392,B4LZ57_DROVI,582,D0MQ56_PHYIT,421,,,,
H0V1N3_CAVPO,505,E1ZA83_CHLVA,510,EI3F1_DROVI,280,D0RM78_PHYIT,311,,,,
H0V1N5_CAVPO,293,E1ZSL5_CHLVA,295,B4LZ62_DROVI,480,D0NQ43_PHYIT,161,,,,
H0V1N6_CAVPO,705,E1ZCH5_CHLVA,838,B4LZ64_DROVI,1370,D0MQI3_PHYIT,986,,,,
H0V1N7_CAVPO,308,E1ZDX2_CHLVA,966,B4LZ65_DROVI,276,D0NFY4_PHYIT,792,,,,
H0V1N9_CAVPO,331,E1ZFE6_CHLVA,237,B4LZ68_DROVI,698,D0MRZ0_PHYIT,241,,,,
H0V1P1_CAVPO,811,E1ZC10_CHLVA,639,B4LZ69_DROVI,332,D0NLV0_PHYIT,131,,,,
H0V1P3_CAVPO,474,E1ZGB8_CHLVA,242,B4LZ70_DROVI,497,D0NZ09_PHYIT,362,,,,
H0V1P4_CAVPO,497,E1ZN49_CHLVA,379,B4LZ71_DROVI,566,D0N8D9_PHYIT,99,,,,
H0V1P5_CAVPO,611,E1ZKM4_CHLVA,283,B4LZ72_DROVI,230,D0N9W8_PHYIT,1529,,,,
H0V1P7_CAVPO,733,E1Z707_CHLVA,653,B4LZ73_DROVI,201,D0MWT0_PHYIT,102,,,,
H0V1P8_CAVPO,878,E1ZNN5_CHLVA,925,B4LZ74_DROVI,671,D0P0S9_PHYIT,554,,,,
H0V1Q0_CAVPO,665,E1ZA39_CHLVA,327,B4LZ75_DROVI,282,D0NW93_PHYIT,494,,,,
H0V1Q2_CAVPO,273,E1ZSS9_CHLVA,74,B4LZ76_DROVI,587,D0MXE7_PHYIT,935,,,,
H0V1Q3_CAVPO,717,E1Z5K4_CHLVA,321,B4LZ77_DROVI,448,D0NBZ1_PHYIT,140,,,,
H0V1Q4_CAVPO,1549,E1ZML9_CHLVA,170,B4LZ78_DROVI,710,D0NBC6_PHYIT,1214,,,,
H0V1Q7_CAVPO,804,E1Z3Z3_CHLVA,191,B4LZ79_DROVI,561,D0NFY7_PHYIT,172,,,,
H0V1Q8_CAVPO,418,E1ZP65_CHLVA,502,B4LZ80_DROVI,138,D0N365_PHYIT,624,,,,
H0V1Q9_CAVPO,378,E1ZTV8_CHLVA,212,B4LZ81_DROVI,646,D0N694_PHYIT,91,,,,
H0V1R1_CAVPO,517,E1ZNZ7_CHLVA,166,B4LZ82_DROVI,247,D0NKR7_PHYIT,245,,,,
H0V1R3_CAVPO,1644,E1Z9R6_CHLVA,247,B4LZ83_DROVI,654,D0NZS9_PHYIT,207,,,,
H0V1R4_CAVPO,323,E1ZL40_CHLVA,313,B4LZ84_DROVI,975,D0P0Y7_PHYIT,147,,,,
H0V1R6_CAVPO,61,E1ZBR6_CHLVA,199,B4LZ85_DROVI,668,D0RMJ7_PHYIT,323,,,,
H0V1R8_CAVPO,818,E1ZCU4_CHLVA,560,B4LZ86_DROVI,125,D0P2Q5_PHYIT,166,,,,
H0V1S0_CAVPO,855,E1ZAX9_CHLVA,228,B4LZ87_DROVI,184,D0NJZ9_PHYIT,153,,,,
H0V1S1_CAVPO,160,E1ZCH1_CHLVA,1406,NCB2B_DROVI,154,D0N080_PHYIT,4083,,,,
H0V1S4_CAVPO,432,E1ZSU8_CHLVA,522,B4LZ89_DROVI,203,D0NVC0_PHYIT,281,,,,
H0V1S5_CAVPO,553,E1ZKB8_CHLVA,149,B4LZ90_DROVI,208,D0MUK5_PHYIT,106,,,,
H0V1S6_CAVPO,397,E1ZHQ8_CHLVA,136,B4LZ92_DROVI,1256,D0NWH0_PHYIT,239,,,,
H0V1S8_CAVPO,184,E1Z3N1_CHLVA,472,B4LZ93_DROVI,445,D0NY79_PHYIT,294,,,,
H0V1S9_CAVPO,336,E1ZU54_CHLVA,200,B4LZ96_DROVI,737,D0MQL0_PHYIT,186,,,,
H0V1T0_CAVPO,388,E1ZN11_CHLVA,132,B4LZ97_DROVI,450,D0NN04_PHYIT,249,,,,
H0V1T2_CAVPO,91,E1ZPJ1_CHLVA,261,B4LZ98_DROVI,101,D0P2T2_PHYIT,739,,,,
H0V1T4_CAVPO,873,E1Z9G8_CHLVA,357,B4LZ99_DROVI,932,D0MZV8_PHYIT,1256,,,,
H0V1T5_CAVPO,364,E1ZI08_CHLVA,140,B4LZA0_DROVI,488,D0NGG5_PHYIT,775,,,,
H0V1T6_CAVPO,910,E1ZDY8_CHLVA,96,B4LZA2_DROVI,616,D0NDR7_PHYIT,205,,,,
H0V1T7_CAVPO,269,E1ZN30_CHLVA,470,B4LZA3_DROVI,226,D0NI63_PHYIT,339,,,,
H0V1T9_CAVPO,540,E1Z230_CHLVA,427,B4LZA5_DROVI,654,D0NC87_PHYIT,125,,,,
H0V1U1_CAVPO,374,E1ZAG8_CHLVA,249,B4LZA6_DROVI,755,D0NS13_PHYIT,1538,,,,
H0V1U2_CAVPO,266,E1Z6D6_CHLVA,876,B4LZA7_DROVI,187,D0NU30_PHYIT,313,,,,
H0V1U3_CAVPO,1182,E1ZN17_CHLVA,191,B4LZA8_DROVI,386,D0NCN2_PHYIT,257,,,,
H0V1U5_CAVPO,622,E1ZQX4_CHLVA,323,B4LZA9_DROVI,302,D0NAL2_PHYIT,342,,,,
H0V1U6_CAVPO,1581,E1ZLB4_CHLVA,222,B4LZB0_DROVI,182,D0NRT8_PHYIT,102,,,,
H0V1U7_CAVPO,191,E1Z4F9_CHLVA,605,B4LZB1_DROVI,798,D0NHT9_PHYIT,182,,,,
H0V1U9_CAVPO,271,E1ZG84_CHLVA,414,B4LZB3_DROVI,977,D0N930_PHYIT,134,,,,
H0V1V1_CAVPO,852,E1ZEH9_CHLVA,480,NMDA1_DROVI,984,D0NPR5_PHYIT,224,,,,
H0V1V5_CAVPO,288,E1Z3M9_CHLVA,535,B4LZB6_DROVI,1081,D0N9Z1_PHYIT,328,,,,
H0V1V6_CAVPO,265,E1ZIA2_CHLVA,477,B4LZB9_DROVI,1003,D0P4X3_PHYIT,145,,,,
H0V1V7_CAVPO,876,E1ZPQ3_CHLVA,407,B4LZC0_DROVI,436,D0P4C0_PHYIT,208,,,,
H0V1W0_CAVPO,355,E1Z9X5_CHLVA,297,B4LZC1_DROVI,370,D0MZF8_PHYIT,612,,,,
H0V1W1_CAVPO,544,E1ZNY6_CHLVA,207,B4LZC2_DROVI,321,D0P4J7_PHYIT,113,,,,
H0V1W2_CAVPO,937,E1ZGK4_CHLVA,697,B4LZC3_DROVI,413,D0NYS0_PHYIT,416,,,,
H0V1W3_CAVPO,1758,E1Z4T8_CHLVA,306,B4LZC4_DROVI,159,D0NAE9_PHYIT,424,,,,
H0V1W4_CAVPO,755,E1ZDL6_CHLVA,609,B4LZC5_DROVI,119,D0N3Y9_PHYIT,147,,,,
H0V1W5_CAVPO,299,E1ZQX9_CHLVA,469,B4LZC6_DROVI,274,D0MSH0_PHYIT,488,,,,
H0V1W6_CAVPO,590,E1Z526_CHLVA,922,B4LZC7_DROVI,236,D0MZP3_PHYIT,543,,,,
H0V1W7_CAVPO,397,E1ZMT6_CHLVA,672,B4LZC8_DROVI,561,D0N1H7_PHYIT,512,,,,
H0V1W8_CAVPO,1856,E1ZD24_CHLVA,490,B4LZC9_DROVI,450,D0NPH3_PHYIT,132,,,,
H0V1W9_CAVPO,723,E1Z5K2_CHLVA,1333,B4LZD1_DROVI,105,D0NFI8_PHYIT,694,,,,
H0V1X1_CAVPO,488,E1ZBC8_CHLVA,662,B4LZD3_DROVI,491,D0MVS4_PHYIT,492,,,,
H0V1X5_CAVPO,115,E1ZGM2_CHLVA,720,B4LZD5_DROVI,360,D0N392_PHYIT,627,,,,
H0V1X9_CAVPO,313,E1ZEL1_CHLVA,574,B4LZD6_DROVI,330,D0NH50_PHYIT,138,,,,
H0V1Y0_CAVPO,691,E1Z818_CHLVA,352,B4LZD7_DROVI,251,D0NB81_PHYIT,949,,,,
H0V1Y4_CAVPO,300,E1ZFF7_CHLVA,704,B4LZD9_DROVI,261,D0N6S0_PHYIT,302,,,,
H0V1Y6_CAVPO,1158,E1ZEM9_CHLVA,197,B4LZE0_DROVI,287,D0MTW9_PHYIT,442,,,,
H0V1Y8_CAVPO,294,E1ZJY3_CHLVA,365,B4LZE1_DROVI,1053,D0NFG5_PHYIT,112,,,,
H0V1Y9_CAVPO,432,E1Z480_CHLVA,123,B4LZE3_DROVI,265,D0NRV2_PHYIT,448,,,,
H0V1Z0_CAVPO,178,E1ZHY5_CHLVA,155,B4LZE4_DROVI,1737,D0N139_PHYIT,184,,,,
H0V1Z2_CAVPO,337,E1ZK93_CHLVA,97,B4LZE5_DROVI,615,D0NNF6_PHYIT,298,,,,
H0V1Z5_CAVPO,674,E1ZP08_CHLVA,1374,B4LZE6_DROVI,620,D0NKG3_PHYIT,293,,,,
H0V1Z6_CAVPO,384,E1Z279_CHLVA,581,B4LZE7_DROVI,255,D0N600_PHYIT,306,,,,
H0V1Z7_CAVPO,554,E1ZQH0_CHLVA,711,B4LZE8_DROVI,311,D0P021_PHYIT,135,,,,
H0V1Z8_CAVPO,282,E1Z4L9_CHLVA,108,B4LZE9_DROVI,229,D0NBY2_PHYIT,187,,,,
H0V1Z9_CAVPO,165,E1ZQ48_CHLVA,400,B4LZF0_DROVI,889,D0N7B4_PHYIT,279,,,,
H0V200_CAVPO,191,E1Z845_CHLVA,1246,B4LZF1_DROVI,88,D0P329_PHYIT,94,,,,
H0V202_CAVPO,494,E1ZJI1_CHLVA,419,B4LZF2_DROVI,396,D0MZF6_PHYIT,92,,,,
H0V203_CAVPO,850,E1ZPY5_CHLVA,1059,B4LZF3_DROVI,560,D0RMD0_PHYIT,252,,,,
H0V204_CAVPO,802,E1Z368_CHLVA,355,B4LZF4_DROVI,496,D0NQR1_PHYIT,281,,,,
H0V205_CAVPO,758,E1ZL75_CHLVA,298,B4LZF5_DROVI,194,D0NUF9_PHYIT,486,,,,
H0V208_CAVPO,182,E1ZT54_CHLVA,170,B4LZF6_DROVI,744,D0NGI0_PHYIT,997,,,,
H0V209_CAVPO,417,E1ZF22_CHLVA,407,B4LZF7_DROVI,947,D0NA64_PHYIT,374,,,,
H0V211_CAVPO,778,E1ZF98_CHLVA,674,B4LZF8_DROVI,436,D0MXU9_PHYIT,567,,,,
H0V214_CAVPO,475,E1Z4T9_CHLVA,441,B4LZF9_DROVI,396,D0ND90_PHYIT,530,,,,
H0V215_CAVPO,419,E1ZCH0_CHLVA,183,B4LZG0_DROVI,373,D0RM71_PHYIT,434,,,,
H0V217_CAVPO,418,E1Z3P5_CHLVA,201,B4LZG1_DROVI,364,D0NLR6_PHYIT,309,,,,
H0V222_CAVPO,254,E1ZN44_CHLVA,842,B4LZG2_DROVI,368,D0MX27_PHYIT,443,,,,
H0V223_CAVPO,319,E1ZUT1_CHLVA,312,B4LZG3_DROVI,149,D0NSR9_PHYIT,625,,,,
H0V224_CAVPO,739,E1ZCY6_CHLVA,161,B4LZG4_DROVI,136,D0P2T0_PHYIT,234,,,,
H0V226_CAVPO,610,E1ZB13_CHLVA,144,B4LZG5_DROVI,93,D0MX08_PHYIT,343,,,,
H0V227_CAVPO,1370,E1ZJD9_CHLVA,113,B4LZG6_DROVI,265,D0NYA0_PHYIT,276,,,,
H0V229_CAVPO,310,E1ZJC0_CHLVA,89,B4LZG7_DROVI,363,D0NJ65_PHYIT,328,,,,
H0V233_CAVPO,714,E1ZRK2_CHLVA,989,B4LZH1_DROVI,200,D0NDN6_PHYIT,197,,,,
H0V234_CAVPO,773,E1ZT29_CHLVA,343,B4LZH2_DROVI,2785,D0MRH1_PHYIT,107,,,,
H0V237_CAVPO,528,E1Z228_CHLVA,406,B4LZH4_DROVI,1539,D0MQE8_PHYIT,1807,,,,
H0V239_CAVPO,648,E1Z4V8_CHLVA,458,B4LZH5_DROVI,305,D0NKC2_PHYIT,281,,,,
H0V240_CAVPO,346,E1ZJT6_CHLVA,319,B4LZH6_DROVI,303,D0NBD6_PHYIT,284,,,,
H0V241_CAVPO,766,E1ZTG3_CHLVA,395,B4LZH7_DROVI,450,D0N7Y0_PHYIT,1731,,,,
H0V242_CAVPO,1703,E1ZQM2_CHLVA,328,B4LZH8_DROVI,169,D0N9T8_PHYIT,328,,,,
H0V243_CAVPO,362,E1ZM42_CHLVA,308,B4LZH9_DROVI,346,D0MX97_PHYIT,281,,,,
H0V244_CAVPO,232,E1ZC55_CHLVA,501,B4LZI0_DROVI,86,D0NWQ2_PHYIT,472,,,,
H0V247_CAVPO,190,E1ZB66_CHLVA,620,B4LZI1_DROVI,299,D0MRU3_PHYIT,377,,,,
H0V248_CAVPO,522,E1ZM64_CHLVA,299,B4LZI2_DROVI,692,D0NUA2_PHYIT,800,,,,
H0V250_CAVPO,522,E1Z685_CHLVA,1302,B4LZI3_DROVI,444,D0NND9_PHYIT,580,,,,
H0V253_CAVPO,992,E1ZRX4_CHLVA,238,B4LZI4_DROVI,260,D0P0Z7_PHYIT,728,,,,
H0V254_CAVPO,647,E1ZNU7_CHLVA,111,B4LZI5_DROVI,265,D0NGZ9_PHYIT,244,,,,
H0V255_CAVPO,337,E1ZUD3_CHLVA,295,B4LZI6_DROVI,415,D0N7R1_PHYIT,717,,,,
H0V257_CAVPO,328,E1Z985_CHLVA,513,B4LZI7_DROVI,322,D0MT55_PHYIT,286,,,,
H0V258_CAVPO,157,E1ZBV8_CHLVA,665,B4LZI8_DROVI,220,D0NXF2_PHYIT,480,,,,
H0V260_CAVPO,928,E1Z6N0_CHLVA,99,B4LZI9_DROVI,563,D0NB32_PHYIT,365,,,,
H0V262_CAVPO,667,E1ZP92_CHLVA,167,B4LZJ0_DROVI,520,D0MUM1_PHYIT,627,,,,
H0V263_CAVPO,200,E1ZJ58_CHLVA,362,B4LZJ1_DROVI,526,D0NGZ7_PHYIT,162,,,,
H0V265_CAVPO,1483,E1ZG94_CHLVA,416,B4LZJ2_DROVI,157,D0MQT8_PHYIT,776,,,,
H0V266_CAVPO,2204,E1ZKP8_CHLVA,339,B4LZJ3_DROVI,487,D0NYZ2_PHYIT,260,,,,
H0V267_CAVPO,577,E1ZR59_CHLVA,337,B4LZJ4_DROVI,494,D0P4A5_PHYIT,788,,,,
H0V269_CAVPO,372,E1ZS80_CHLVA,541,B4LZJ5_DROVI,203,D0MVD0_PHYIT,357,,,,
H0V270_CAVPO,1422,E1ZD68_CHLVA,581,B4LZJ6_DROVI,234,D0NVY5_PHYIT,223,,,,
H0V271_CAVPO,335,E1ZPR2_CHLVA,606,B4LZJ7_DROVI,135,D0NXD7_PHYIT,1278,,,,
H0V272_CAVPO,345,E1ZIL1_CHLVA,412,B4LZJ9_DROVI,376,D0NMA7_PHYIT,782,,,,
H0V274_CAVPO,627,E1ZUD4_CHLVA,166,B4LZK1_DROVI,545,D0NFD9_PHYIT,331,,,,
H0V275_CAVPO,1069,E1ZP57_CHLVA,79,B4LZK2_DROVI,200,D0MSX2_PHYIT,193,,,,
H0V276_CAVPO,552,E1ZLP1_CHLVA,1049,B4LZK3_DROVI,200,D0MU08_PHYIT,824,,,,
H0V277_CAVPO,289,E1Z6Y2_CHLVA,935,B4LZK4_DROVI,295,D0MV33_PHYIT,104,,,,
H0V280_CAVPO,463,E1ZAN7_CHLVA,348,B4LZK5_DROVI,564,D0NCQ1_PHYIT,119,,,,
H0V281_CAVPO,323,E1Z4G2_CHLVA,351,B4LZK6_DROVI,414,D0MYK7_PHYIT,813,,,,
H0V282_CAVPO,287,E1ZH79_CHLVA,399,B4LZK7_DROVI,85,D0N5V8_PHYIT,382,,,,
H0V283_CAVPO,486,E1ZDN4_CHLVA,1184,B4LZK8_DROVI,539,D0MR01_PHYIT,225,,,,
H0V284_CAVPO,484,E1ZSQ0_CHLVA,731,B4LZL0_DROVI,550,D0NEX5_PHYIT,773,,,,
H0V285_CAVPO,579,E1ZUA9_CHLVA,370,B4LZL1_DROVI,435,D0NI09_PHYIT,245,,,,
H0V286_CAVPO,500,E1ZMD7_CHLVA,216,B4LZL2_DROVI,419,D0NAJ6_PHYIT,693,,,,
H0V287_CAVPO,348,E1Z3Z4_CHLVA,223,B4LZL3_DROVI,415,D0MYE4_PHYIT,523,,,,
H0V289_CAVPO,290,E1Z9K9_CHLVA,411,B4LZL4_DROVI,435,D0NZF5_PHYIT,665,,,,
H0V290_CAVPO,356,E1Z9X2_CHLVA,378,B4LZL5_DROVI,410,D0MQN0_PHYIT,298,,,,
H0V291_CAVPO,570,E1Z8K2_CHLVA,541,B4LZL6_DROVI,421,D0P2E0_PHYIT,294,,,,
H0V293_CAVPO,638,E1ZBR2_CHLVA,399,B4LZL7_DROVI,405,D0NHT3_PHYIT,104,,,,
H0V297_CAVPO,578,E1ZI56_CHLVA,53,B4LZL8_DROVI,442,D0N7X0_PHYIT,380,,,,
H0V299_CAVPO,573,E1ZFW8_CHLVA,226,B4LZM0_DROVI,1104,D0N5Z9_PHYIT,275,,,,
H0V2A0_CAVPO,585,E1ZPP7_CHLVA,105,B4LZM1_DROVI,1055,D0NXI6_PHYIT,298,,,,
H0V2A1_CAVPO,272,E1ZN16_CHLVA,1079,B4LZM2_DROVI,206,D0MTE8_PHYIT,1282,,,,
H0V2A3_CAVPO,495,E1ZHT3_CHLVA,478,B4LZM3_DROVI,391,D0N9G9_PHYIT,166,,,,
H0V2A4_CAVPO,233,E1Z4Y0_CHLVA,1560,B4LZM4_DROVI,455,D0N0E4_PHYIT,664,,,,
H0V2A5_CAVPO,237,E1Z5A3_CHLVA,743,B4LZM5_DROVI,455,D0NXB3_PHYIT,408,,,,
H0V2A6_CAVPO,656,E1ZEX8_CHLVA,278,B4LZM6_DROVI,419,D0NF75_PHYIT,159,,,,
H0V2A9_CAVPO,106,E1ZMN8_CHLVA,1471,B4LZM8_DROVI,427,D0NQT8_PHYIT,245,,,,
H0V2B0_CAVPO,98,E1Z3X2_CHLVA,297,B4LZM9_DROVI,155,D0P4Q4_PHYIT,465,,,,
H0V2B2_CAVPO,475,E1ZHZ9_CHLVA,1042,B4LZN0_DROVI,140,D0N2E5_PHYIT,1745,,,,
H0V2B3_CAVPO,462,E1ZGS5_CHLVA,282,B4LZN1_DROVI,422,D0NK67_PHYIT,114,,,,
H0V2B5_CAVPO,495,E1Z421_CHLVA,879,B4LZN2_DROVI,574,D0NYH9_PHYIT,282,,,,
H0V2B6_CAVPO,359,E1ZBP9_CHLVA,358,B4LZN3_DROVI,499,D0N646_PHYIT,520,,,,
H0V2B8_CAVPO,475,E1ZLI6_CHLVA,390,B4LZN4_DROVI,499,D0NJR1_PHYIT,206,,,,
H0V2B9_CAVPO,644,E1ZDI1_CHLVA,276,B4LZN6_DROVI,275,D0MUG6_PHYIT,492,,,,
H0V2C0_CAVPO,4637,E1Z4B1_CHLVA,1369,B4LZN7_DROVI,301,D0N8E2_PHYIT,251,,,,
H0V2C1_CAVPO,597,E1Z7Z8_CHLVA,1084,B4LZN8_DROVI,480,D0NW18_PHYIT,535,,,,
H0V2C2_CAVPO,810,E1Z6L4_CHLVA,491,B4LZN9_DROVI,360,D0MSN3_PHYIT,235,,,,
H0V2C3_CAVPO,611,E1ZQL9_CHLVA,522,B4LZP0_DROVI,446,D0NLH3_PHYIT,552,,,,
H0V2C4_CAVPO,397,E1ZPL5_CHLVA,180,B4LZP1_DROVI,248,D0P3N1_PHYIT,146,,,,
H0V2C5_CAVPO,484,E1Z2A2_CHLVA,379,B4LZP2_DROVI,96,D0N0W3_PHYIT,232,,,,
H0V2C6_CAVPO,432,E1ZQ35_CHLVA,111,B4LZP3_DROVI,917,D0NVH4_PHYIT,165,,,,
H0V2C7_CAVPO,538,E1ZDI9_CHLVA,372,B4LZP4_DROVI,656,D0N8A0_PHYIT,440,,,,
H0V2C8_CAVPO,1753,E1ZHF2_CHLVA,561,B4LZP5_DROVI,259,D0P2J1_PHYIT,881,,,,
H0V2C9_CAVPO,853,E1ZCW7_CHLVA,1822,B4LZP6_DROVI,1557,D0N6C1_PHYIT,241,,,,
H0V2D0_CAVPO,821,E1ZFF8_CHLVA,373,B4LZP7_DROVI,458,D0NYN8_PHYIT,515,,,,
H0V2D3_CAVPO,559,E1ZFY6_CHLVA,976,B4LZP8_DROVI,181,D0NDF4_PHYIT,73,,,,
H0V2D4_CAVPO,705,E1ZPK6_CHLVA,1095,B4LZP9_DROVI,174,D0MYV0_PHYIT,185,,,,
H0V2D5_CAVPO,607,E1ZP55_CHLVA,875,B4LZQ0_DROVI,142,D0NK29_PHYIT,377,,,,
H0V2D6_CAVPO,342,E1Z2I2_CHLVA,152,B4LZQ1_DROVI,134,D0NN48_PHYIT,336,,,,
H0V2D7_CAVPO,596,E1ZB46_CHLVA,711,B4LZQ2_DROVI,116,D0NKR9_PHYIT,148,,,,
H0V2D8_CAVPO,276,E1Z9C3_CHLVA,272,B4LZQ3_DROVI,160,D0MRJ8_PHYIT,424,,,,
H0V2D9_CAVPO,1159,E1Z8J4_CHLVA,441,B4LZQ4_DROVI,162,D0NG79_PHYIT,324,,,,
H0V2E0_CAVPO,398,E1ZDM8_CHLVA,979,B4LZQ5_DROVI,312,D0MRR9_PHYIT,239,,,,
